CVE_EVALUACION,CVE_SOLICITUD,SID,CVE_BECA,CVE_REGLA,PORCENTAJE_OTORGADO,MONTO_OTORGADO,RESULTADO,OBSERVACIONES,EVALUADOR,FECHA_EVALUACION,FECHA_ACT
EVA202501237,SOL202501932,9158,BEC002,REG00041,30.0,1377.16,APROBADA,Documentación completa y verificada,ADM_BECAS_10,2025-03-01,2025-03-01
EVA202501238,SOL202501933,2241,BEC004,REG00023,0.0,0.0,CANCELADA,,ADM_BECAS_02,2025-02-14,2025-02-14
EVA202501239,SOL202501935,29,BEC003,REG00005,0.0,0.0,APROBADA,Cumple criterios establecidos,ADM_BECAS_08,2025-02-12,2025-02-12
EVA202501240,SOL202501936,8446,BEC003,REG00005,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_10,2025-03-07,2025-03-07
EVA202501241,SOL202501938,7088,BEC003,REG00005,0.0,0.0,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_06,2025-03-12,2025-03-12
EVA202501242,SOL202501940,6438,BEC002,REG00041,30.0,1485.46,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_05,2025-02-27,2025-02-27
EVA202501243,SOL202501942,298,BEC003,REG00001,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_05,2025-02-27,2025-02-27
EVA202501244,SOL202501945,2186,BEC004,REG00021,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_06,2025-02-24,2025-02-24
EVA202501245,SOL202501946,5227,BEC003,REG00004,10.0,336.72,APROBADA,Cumple criterios establecidos,ADM_BECAS_04,2025-03-07,2025-03-07
EVA202501246,SOL202501947,232,BEC004,REG00021,100.0,3395.93,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_09,2025-02-07,2025-02-07
EVA202501247,SOL202501948,1467,BEC003,REG00005,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_09,2025-02-15,2025-02-15
EVA202501248,SOL202501949,1072,BEC003,REG00005,0.0,0.0,APROBADA,Aprobada por comité de becas,ADM_BECAS_07,2025-02-15,2025-02-15
EVA202501249,SOL202501950,7816,BEC002,REG00041,30.0,382.79,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_05,2025-03-02,2025-03-02
EVA202501250,SOL202501951,10140,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_09,2025-03-08,2025-03-08
EVA202501251,SOL202501953,4698,BEC003,REG00004,10.0,365.31,APROBADA,Aprobada por comité de becas,ADM_BECAS_09,2025-02-03,2025-02-03
EVA202501252,SOL202501954,1778,BEC003,REG00003,25.0,935.49,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_07,2025-02-04,2025-02-04
EVA202501253,SOL202501955,8405,BEC003,REG00003,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_05,2025-03-02,2025-03-02
EVA202501254,SOL202501956,7517,BEC002,REG00041,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_09,2025-02-18,2025-02-18
EVA202501255,SOL202501958,6687,BEC003,REG00002,40.0,1434.86,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_09,2025-03-12,2025-03-12
EVA202501256,SOL202501959,1431,BEC001,REG00037,0.0,0.0,CANCELADA,,ADM_BECAS_10,2025-02-27,2025-02-27
EVA202501257,SOL202501960,8534,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_07,2025-02-12,2025-02-12
EVA202501258,SOL202501962,5673,BEC004,REG00021,100.0,4471.19,APROBADA,Aprobada por comité de becas,ADM_BECAS_01,2025-02-19,2025-02-19
EVA202501259,SOL202501964,10023,BEC002,REG00041,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_10,2025-02-09,2025-02-09
EVA202501260,SOL202501965,9432,BEC001,REG00037,100.0,1431.64,APROBADA,Documentación completa y verificada,ADM_BECAS_05,2025-02-08,2025-02-08
EVA202501261,SOL202501966,4277,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_03,2025-03-04,2025-03-04
EVA202501262,SOL202501967,8392,BEC004,REG00021,100.0,2658.1,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_06,2025-02-24,2025-02-24
EVA202501263,SOL202501968,9833,BEC004,REG00021,100.0,1873.08,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_09,2025-03-13,2025-03-13
EVA202501264,SOL202501969,7327,BEC003,REG00005,0.0,0.0,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_05,2025-02-24,2025-02-24
EVA202501265,SOL202501970,8253,BEC004,REG00021,100.0,2758.4,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_09,2025-02-06,2025-02-06
EVA202501266,SOL202501971,524,BEC003,REG00001,50.0,1922.61,APROBADA,Aprobada por comité de becas,ADM_BECAS_03,2025-02-05,2025-02-05
EVA202501267,SOL202501973,5934,BEC004,REG00021,100.0,1211.56,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_02,2025-03-03,2025-03-03
EVA202501268,SOL202501974,6087,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_10,2025-02-15,2025-02-15
EVA202501269,SOL202501975,6345,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_09,2025-02-11,2025-02-11
EVA202501270,SOL202501976,6643,BEC003,REG00001,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_05,2025-03-06,2025-03-06
EVA202501271,SOL202501977,7768,BEC004,REG00021,100.0,2003.39,APROBADA,Aprobada por comité de becas,ADM_BECAS_04,2025-03-09,2025-03-09
EVA202501272,SOL202501979,7118,BEC004,REG00021,100.0,1139.4,APROBADA,Cumple criterios establecidos,ADM_BECAS_04,2025-02-01,2025-02-01
EVA202501273,SOL202501985,1136,BEC003,REG00005,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_04,2025-03-06,2025-03-06
EVA202501274,SOL202501986,2460,BEC003,REG00003,25.0,853.1,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_10,2025-03-09,2025-03-09
EVA202501275,SOL202501987,1208,BEC004,REG00021,100.0,1631.57,APROBADA,Documentación completa y verificada,ADM_BECAS_04,2025-03-15,2025-03-15
EVA202501276,SOL202501988,9226,BEC003,REG00003,25.0,1110.52,APROBADA,Documentación completa y verificada,ADM_BECAS_08,2025-02-05,2025-02-05
EVA202501277,SOL202501989,1973,BEC004,REG00021,100.0,3870.99,APROBADA,Aprobada por comité de becas,ADM_BECAS_08,2025-03-08,2025-03-08
EVA202501278,SOL202501990,719,BEC004,REG00022,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_01,2025-02-15,2025-02-15
EVA202501279,SOL202501992,3065,BEC004,REG00021,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_01,2025-02-08,2025-02-08
EVA202501280,SOL202501993,8965,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_06,2025-03-06,2025-03-06
EVA202501281,SOL202501995,1855,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_10,2025-02-22,2025-02-22
EVA202501282,SOL202502000,2130,BEC004,REG00021,100.0,3655.63,APROBADA,Documentación completa y verificada,ADM_BECAS_01,2025-03-12,2025-03-12
EVA202501283,SOL202502001,4185,BEC001,REG00037,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_05,2025-02-15,2025-02-15
EVA202501284,SOL202502003,3930,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_01,2025-02-25,2025-02-25
EVA202501285,SOL202502005,7454,BEC004,REG00021,100.0,3464.93,APROBADA,Aprobada por comité de becas,ADM_BECAS_01,2025-02-07,2025-02-07
EVA202501286,SOL202502008,7478,BEC003,REG00004,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_07,2025-02-05,2025-02-05
EVA202501287,SOL202502009,372,BEC004,REG00021,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_04,2025-02-10,2025-02-10
EVA202501288,SOL202502010,10121,BEC004,REG00021,100.0,2621.98,APROBADA,Cumple criterios establecidos,ADM_BECAS_07,2025-02-03,2025-02-03
EVA202501289,SOL202502012,1314,BEC004,REG00021,100.0,3532.04,APROBADA,Cumple criterios establecidos,ADM_BECAS_05,2025-02-12,2025-02-12
EVA202501290,SOL202502013,2755,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_09,2025-02-07,2025-02-07
EVA202501291,SOL202502015,8359,BEC004,REG00021,100.0,4926.01,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_07,2025-02-20,2025-02-20
EVA202501292,SOL202502016,6506,BEC004,REG00021,100.0,4964.64,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_01,2025-02-16,2025-02-16
EVA202501293,SOL202502018,795,BEC004,REG00022,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_08,2025-03-04,2025-03-04
EVA202501294,SOL202502019,7577,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_06,2025-03-04,2025-03-04
EVA202501295,SOL202502020,1505,BEC002,REG00041,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_07,2025-02-09,2025-02-09
EVA202501296,SOL202502023,1909,BEC003,REG00003,25.0,649.28,APROBADA,Aprobada por comité de becas,ADM_BECAS_04,2025-03-13,2025-03-13
EVA202501297,SOL202502024,8774,BEC004,REG00021,100.0,1587.66,APROBADA,Cumple criterios establecidos,ADM_BECAS_06,2025-03-14,2025-03-14
EVA202501298,SOL202502025,9149,BEC004,REG00021,100.0,3660.42,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_08,2025-02-16,2025-02-16
EVA202501299,SOL202502027,3355,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_01,2025-02-28,2025-02-28
EVA202501300,SOL202502028,4653,BEC004,REG00021,100.0,2271.01,APROBADA,Documentación completa y verificada,ADM_BECAS_09,2025-03-01,2025-03-01
EVA202501301,SOL202502036,2519,BEC003,REG00002,40.0,845.13,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_05,2025-02-28,2025-02-28
EVA202501302,SOL202502037,5957,BEC003,REG00005,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_01,2025-02-17,2025-02-17
EVA202501303,SOL202502038,9674,BEC003,REG00001,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_07,2025-02-05,2025-02-05
EVA202501304,SOL202502041,5870,BEC001,REG00037,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_08,2025-02-17,2025-02-17
EVA202501305,SOL202502042,1594,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_10,2025-02-05,2025-02-05
EVA202501306,SOL202502043,2177,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_06,2025-02-01,2025-02-01
EVA202501307,SOL202502044,2913,BEC001,REG00037,100.0,3952.43,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_01,2025-02-09,2025-02-09
EVA202501308,SOL202502045,8543,BEC003,REG00003,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_03,2025-03-11,2025-03-11
EVA202501309,SOL202502047,5473,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_01,2025-02-11,2025-02-11
EVA202501310,SOL202502048,7071,BEC003,REG00005,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_02,2025-02-20,2025-02-20
EVA202501311,SOL202502050,2668,BEC003,REG00005,0.0,0.0,CANCELADA,,ADM_BECAS_08,2025-02-03,2025-02-03
EVA202501312,SOL202502052,2682,BEC003,REG00003,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_03,2025-02-02,2025-02-02
EVA202501313,SOL202502053,5683,BEC004,REG00021,100.0,4012.79,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_04,2025-02-25,2025-02-25
EVA202501314,SOL202502054,7425,BEC003,REG00002,40.0,1742.45,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_09,2025-03-14,2025-03-14
EVA202501315,SOL202502055,3134,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_08,2025-02-25,2025-02-25
EVA202501316,SOL202502056,6288,BEC004,REG00021,100.0,2184.85,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_10,2025-02-05,2025-02-05
EVA202501317,SOL202502057,1096,BEC003,REG00003,25.0,686.93,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_06,2025-03-07,2025-03-07
EVA202501318,SOL202502059,5413,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_02,2025-02-27,2025-02-27
EVA202501319,SOL202502060,8824,BEC003,REG00005,0.0,0.0,APROBADA,Documentación completa y verificada,ADM_BECAS_03,2025-02-17,2025-02-17
EVA202501320,SOL202502061,1421,BEC003,REG00005,0.0,0.0,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_09,2025-02-14,2025-02-14
EVA202501321,SOL202502062,6222,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_08,2025-03-15,2025-03-15
EVA202501322,SOL202502063,5607,BEC003,REG00004,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_08,2025-02-11,2025-02-11
EVA202501323,SOL202502064,35,BEC002,REG00041,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_04,2025-02-05,2025-02-05
EVA202501324,SOL202502065,1700,BEC002,REG00041,0.0,0.0,CANCELADA,,ADM_BECAS_03,2025-03-01,2025-03-01
EVA202501325,SOL202502066,9221,BEC004,REG00021,100.0,4911.9,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_10,2025-02-15,2025-02-15
EVA202501326,SOL202502069,8987,BEC004,REG00021,100.0,3331.27,APROBADA,Aprobada por comité de becas,ADM_BECAS_10,2025-02-06,2025-02-06
EVA202501327,SOL202502070,4065,BEC004,REG00021,100.0,4738.0,APROBADA,Aprobada por comité de becas,ADM_BECAS_01,2025-03-13,2025-03-13
EVA202501328,SOL202502071,173,BEC002,REG00041,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_06,2025-02-23,2025-02-23
EVA202501329,SOL202502072,9423,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_04,2025-02-03,2025-02-03
EVA202501330,SOL202502074,2977,BEC004,REG00021,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_06,2025-02-06,2025-02-06
EVA202501331,SOL202502075,3656,BEC002,REG00041,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_05,2025-03-06,2025-03-06
EVA202501332,SOL202502077,9986,BEC004,REG00021,100.0,3426.09,APROBADA,Cumple criterios establecidos,ADM_BECAS_01,2025-02-21,2025-02-21
EVA202501333,SOL202502078,2941,BEC003,REG00001,50.0,1685.92,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_02,2025-02-12,2025-02-12
EVA202501334,SOL202502081,3544,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_02,2025-02-08,2025-02-08
EVA202501335,SOL202502083,2748,BEC003,REG00004,10.0,102.74,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_09,2025-02-01,2025-02-01
EVA202501336,SOL202502084,5219,BEC002,REG00041,30.0,873.83,APROBADA,Aprobada por comité de becas,ADM_BECAS_09,2025-02-17,2025-02-17
EVA202501337,SOL202502086,915,BEC003,REG00002,40.0,729.75,APROBADA,Aprobada por comité de becas,ADM_BECAS_03,2025-03-09,2025-03-09
EVA202501338,SOL202502087,6430,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_01,2025-02-28,2025-02-28
EVA202501339,SOL202502089,7379,BEC003,REG00001,50.0,1259.26,APROBADA,Cumple criterios establecidos,ADM_BECAS_08,2025-03-01,2025-03-01
EVA202501340,SOL202502093,5147,BEC004,REG00021,100.0,4938.1,APROBADA,Documentación completa y verificada,ADM_BECAS_10,2025-02-22,2025-02-22
EVA202501341,SOL202502094,4155,BEC003,REG00001,50.0,1444.52,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_07,2025-03-02,2025-03-02
EVA202501342,SOL202502095,5091,BEC002,REG00041,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_05,2025-03-04,2025-03-04
EVA202501343,SOL202502096,3345,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_09,2025-02-11,2025-02-11
EVA202501344,SOL202502097,6260,BEC004,REG00021,100.0,1871.59,APROBADA,Cumple criterios establecidos,ADM_BECAS_07,2025-02-21,2025-02-21
EVA202501345,SOL202502098,9304,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_10,2025-02-14,2025-02-14
EVA202501346,SOL202502099,2447,BEC004,REG00024,0.0,0.0,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_03,2025-02-02,2025-02-02
EVA202501347,SOL202502100,4679,BEC004,REG00021,100.0,4359.05,APROBADA,Aprobada por comité de becas,ADM_BECAS_06,2025-02-18,2025-02-18
EVA202501348,SOL202502101,7758,BEC003,REG00004,10.0,348.15,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_02,2025-02-22,2025-02-22
EVA202501349,SOL202502102,7455,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_01,2025-02-23,2025-02-23
EVA202501350,SOL202502103,4519,BEC004,REG00021,100.0,1138.32,APROBADA,Cumple criterios establecidos,ADM_BECAS_03,2025-03-04,2025-03-04
EVA202501351,SOL202502104,10224,BEC003,REG00005,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_09,2025-02-23,2025-02-23
EVA202501352,SOL202502105,10013,BEC003,REG00004,0.0,0.0,CANCELADA,,ADM_BECAS_09,2025-03-06,2025-03-06
EVA202501353,SOL202502106,163,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_02,2025-02-11,2025-02-11
EVA202501354,SOL202502107,7131,BEC004,REG00021,100.0,4602.03,APROBADA,Aprobada por comité de becas,ADM_BECAS_05,2025-03-06,2025-03-06
EVA202501355,SOL202502109,72,BEC003,REG00002,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_02,2025-02-11,2025-02-11
EVA202501356,SOL202502110,9296,BEC003,REG00003,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_03,2025-02-22,2025-02-22
EVA202501357,SOL202502111,397,BEC004,REG00021,100.0,3020.69,APROBADA,Cumple criterios establecidos,ADM_BECAS_08,2025-02-02,2025-02-02
EVA202501358,SOL202502113,5585,BEC004,REG00021,100.0,4486.5,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_06,2025-02-11,2025-02-11
EVA202501359,SOL202502115,5026,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_06,2025-03-10,2025-03-10
EVA202501360,SOL202502118,7175,BEC003,REG00002,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_03,2025-02-27,2025-02-27
EVA202501361,SOL202502119,5030,BEC004,REG00021,100.0,3508.4,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_04,2025-03-01,2025-03-01
EVA202501362,SOL202502120,2731,BEC003,REG00005,0.0,0.0,APROBADA,Documentación completa y verificada,ADM_BECAS_09,2025-02-08,2025-02-08
EVA202501363,SOL202502123,155,BEC003,REG00004,10.0,407.9,APROBADA,Aprobada por comité de becas,ADM_BECAS_03,2025-03-13,2025-03-13
EVA202501364,SOL202502124,446,BEC003,REG00005,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_06,2025-03-04,2025-03-04
EVA202501365,SOL202502126,8447,BEC001,REG00037,100.0,2966.05,APROBADA,Documentación completa y verificada,ADM_BECAS_08,2025-02-03,2025-02-03
EVA202501366,SOL202502127,5149,BEC003,REG00002,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_01,2025-03-04,2025-03-04
EVA202501367,SOL202502128,9837,BEC003,REG00005,0.0,0.0,APROBADA,Documentación completa y verificada,ADM_BECAS_09,2025-03-15,2025-03-15
EVA202501368,SOL202502129,1499,BEC003,REG00003,25.0,991.92,APROBADA,Documentación completa y verificada,ADM_BECAS_10,2025-02-12,2025-02-12
EVA202501369,SOL202502132,1288,BEC003,REG00004,10.0,297.29,APROBADA,Documentación completa y verificada,ADM_BECAS_10,2025-02-06,2025-02-06
EVA202501370,SOL202502134,4852,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_07,2025-02-27,2025-02-27
EVA202501371,SOL202502135,5145,BEC004,REG00024,0.0,0.0,CANCELADA,,ADM_BECAS_10,2025-03-11,2025-03-11
EVA202501372,SOL202502139,3109,BEC004,REG00022,75.0,2335.75,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_04,2025-02-08,2025-02-08
EVA202501373,SOL202502140,5532,BEC003,REG00005,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_06,2025-02-24,2025-02-24
EVA202501374,SOL202502142,1297,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_03,2025-03-02,2025-03-02
EVA202501375,SOL202502143,709,BEC001,REG00037,100.0,2118.69,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_04,2025-02-19,2025-02-19
EVA202501376,SOL202502144,3626,BEC003,REG00001,50.0,729.53,APROBADA,Documentación completa y verificada,ADM_BECAS_06,2025-02-23,2025-02-23
EVA202501377,SOL202502145,9927,BEC003,REG00004,10.0,205.22,APROBADA,Cumple criterios establecidos,ADM_BECAS_04,2025-02-12,2025-02-12
EVA202501378,SOL202502146,1434,BEC003,REG00005,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_10,2025-02-01,2025-02-01
EVA202501379,SOL202502148,210,BEC004,REG00021,100.0,3974.23,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_10,2025-03-05,2025-03-05
EVA202501380,SOL202502149,9327,BEC003,REG00005,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_01,2025-02-27,2025-02-27
EVA202501381,SOL202502150,8450,BEC003,REG00004,10.0,483.7,APROBADA,Documentación completa y verificada,ADM_BECAS_05,2025-02-24,2025-02-24
EVA202501382,SOL202502151,3468,BEC003,REG00005,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_08,2025-03-03,2025-03-03
EVA202501383,SOL202502152,3089,BEC003,REG00001,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_02,2025-02-18,2025-02-18
EVA202501384,SOL202502153,6677,BEC002,REG00041,30.0,1320.52,APROBADA,Aprobada por comité de becas,ADM_BECAS_05,2025-02-19,2025-02-19
EVA202501385,SOL202502154,8551,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_04,2025-02-02,2025-02-02
EVA202501386,SOL202502156,8245,BEC004,REG00021,100.0,2863.72,APROBADA,Aprobada por comité de becas,ADM_BECAS_09,2025-03-07,2025-03-07
EVA202501387,SOL202502157,9398,BEC002,REG00041,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_05,2025-02-23,2025-02-23
EVA202501388,SOL202502160,3682,BEC004,REG00021,100.0,2236.21,APROBADA,Documentación completa y verificada,ADM_BECAS_03,2025-02-11,2025-02-11
EVA202501389,SOL202502161,3046,BEC003,REG00001,50.0,2393.63,APROBADA,Documentación completa y verificada,ADM_BECAS_05,2025-03-08,2025-03-08
EVA202501390,SOL202502162,7652,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_07,2025-02-08,2025-02-08
EVA202501391,SOL202502163,6128,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_08,2025-03-01,2025-03-01
EVA202501392,SOL202502164,7463,BEC002,REG00041,30.0,804.18,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_07,2025-03-13,2025-03-13
EVA202501393,SOL202502165,6889,BEC001,REG00037,100.0,2084.94,APROBADA,Cumple criterios establecidos,ADM_BECAS_01,2025-03-06,2025-03-06
EVA202501394,SOL202502167,10301,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_03,2025-02-01,2025-02-01
EVA202501395,SOL202502168,2917,BEC004,REG00021,100.0,4037.12,APROBADA,Aprobada por comité de becas,ADM_BECAS_09,2025-03-08,2025-03-08
EVA202501396,SOL202502169,5840,BEC004,REG00021,100.0,4399.59,APROBADA,Cumple criterios establecidos,ADM_BECAS_05,2025-02-21,2025-02-21
EVA202501397,SOL202502172,2696,BEC003,REG00004,10.0,426.13,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_01,2025-03-03,2025-03-03
EVA202501398,SOL202502174,6480,BEC003,REG00005,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_03,2025-02-09,2025-02-09
EVA202501399,SOL202502176,4760,BEC003,REG00002,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_02,2025-02-11,2025-02-11
EVA202501400,SOL202502178,4671,BEC003,REG00004,10.0,279.51,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_07,2025-02-13,2025-02-13
EVA202501401,SOL202502179,6699,BEC003,REG00005,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_05,2025-03-06,2025-03-06
EVA202501402,SOL202502180,8757,BEC004,REG00021,100.0,3591.74,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_01,2025-02-28,2025-02-28
EVA202501403,SOL202502182,4272,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_07,2025-03-03,2025-03-03
EVA202501404,SOL202502183,2513,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_10,2025-02-15,2025-02-15
EVA202501405,SOL202502184,5994,BEC003,REG00005,0.0,0.0,CANCELADA,,ADM_BECAS_10,2025-02-02,2025-02-02
EVA202501406,SOL202502185,9724,BEC001,REG00037,100.0,1058.71,APROBADA,Cumple criterios establecidos,ADM_BECAS_07,2025-02-15,2025-02-15
EVA202501407,SOL202502187,3346,BEC004,REG00021,100.0,2688.43,APROBADA,Documentación completa y verificada,ADM_BECAS_04,2025-02-26,2025-02-26
EVA202501408,SOL202502190,4823,BEC003,REG00005,0.0,0.0,APROBADA,Cumple criterios establecidos,ADM_BECAS_05,2025-02-06,2025-02-06
