CVE_SOLICITUD,SID,MATRICULA,CVE_BECA,PERIODO,MOTIVO,INGRESO_FAMILIAR,NUM_DEPENDIENTES,TRABAJA,HORAS_TRABAJO,ESTADO_SOLICITUD,FECHA_SOLICITUD,FECHA_ACT
SOL202501186,10251,2024C10251,BEC004,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto ,5576.09,5,True,20,APROBADA,2024-12-18,2025-03-03
SOL202501187,1473,2018C01473,BEC004,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,3373.96,6,True,30,EN_REVISION,2025-01-16,2025-02-10
SOL202501188,2337,2022A02337,BEC004,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,6803.53,7,True,25,CANCELADA,2024-12-14,2025-02-21
SOL202501189,2303,2021A02303,BEC003,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,7947.73,7,True,48,RECHAZADA,2025-01-13,2025-02-06
SOL202501190,5643,2023A05643,BEC003,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,2831.98,2,False,0,RECHAZADA,2025-02-19,2025/01/01
SOL202501191,1291,2023B01291,BEC004,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,7249.33,2,True,48,RECHAZADA,2024-11-18,2025-01-07
SOL202501192,4489,2020C04489,BEC004,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,5676.14,2,True,25,APROBADA,2025-01-14,2025-01-18
SOL202501193,3383,2023A03383,BEC002,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,8349.16,7,False,0,APROBADA,2025-01-07,2025-01-15
SOL202501194,5329,2022A05329,BEC004,2024CC,Mi situación económica ha empeorado considerablemente,13879.11,1,True,0,PENDIENTE,2025-01-19,2025-01-12
SOL202501195,8301,2023C08301,BEC004,2025CA,Mi situación económica ha empeorado considerablemente,12166.66,4,False,0,CANCELADA,2025-02-01,2025-01-08
SOL202501196,2989,2022B02989,BEC004,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,4450.84,3,True,0,PENDIENTE,2024-11-12,2025-02-21
SOL202501197,5052,2023A05052,BEC004,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,9112.13,6,False,0,PENDIENTE,2025-01-18,2025-01-12
SOL202501198,10125,2023B10125,BEC004,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,22767.56,5,False,0,APROBADA,2024-12-24,2025-01-17
SOL202501199,2931,2024A02931,BEC004,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,3662.55,4,False,0,EN_REVISION,2024-11-25,2025-02-20
SOL202501200,10361,2025C10361,BEC001,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,14730.87,7,True,0,EN_REVISION,2025-02-28,2025-02-04
SOL202501201,6264,2023B06264,BEC002,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,7058.39,1,False,0,RECHAZADA,2025-02-12,2025-03-05
SOL202501202,9677,2022B09677,BEC003,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,8025.99,4,False,0,EN_REVISION,2025-02-15,2025-01-31
SOL202501203,3540,2024A03540,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,15004.29,2,True,25,EN_REVISION,2025-01-14,2025-01-20
SOL202501204,4798,2024B04798,BEC004,2025CA,Necesito apoyo económico para continuar mis estudios,6650.25,4,False,0,EN_REVISION,2024-12-01,2025-01-20
SOL202501205,953,2024B00953,BEC004,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,8693.06,3,True,48,PENDIENTE,2024-11-19,2025-02-07
SOL202501206,1150,2023C01150,BEC002,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,21737.9,1,True,25,APROBADA,2025-02-10,08-01-2025
SOL202501207,2790,2022A02790,BEC003,2025CA,Tengo hermanos menores que también necesitan apoyo escolar,6936.07,2,False,0,EN_REVISION,2025-01-06,2025-02-14
SOL202501208,4458,2020B04458,BEC003,2025CA,Necesito apoyo económico para continuar mis estudios,5632.7,4,False,0,APROBADA,2024-11-05,2025-02-02
SOL202501209,9075,2021B09075,BEC004,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,6727.02,3,True,0,RECHAZADA,2025-02-09,2025-02-24
SOL202501210,962,2020B00962,BEC004,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,6363.27,6,True,20,APROBADA,2024-12-06,2025-02-26
SOL202501211,7142,2020B07142,BEC004,2024CC,Mi situacion economica ha empeorado considerablemente,14313.71,4,False,0,APROBADA,2025-02-15,2025-01-01
SOL202501212,6025,2022B06025,BEC003,2024CC,MI FAMILIA DEPENDE ECONÓMICAMENTE DE MÍ Y DE MI PREPARACIÓN PROFESIONAL,21693.74,3,True,10,APROBADA,2024-12-26,2025-02-07
SOL202501213,9358,2024B09358,BEC004,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,16335.52 ,3,False,0,APROBADA,2025-02-21,2025-02-28
SOL202501214,5474,2024A05474,BEC003,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,11504.66,4,False,0,APROBADA,2024-11-28,2025-02-05
SOL202501215,198,2024A00198,BEC003,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,7118.72,5,True,0,APROBADA,2024-11-27,2025-02-09
SOL202501216,8304,2021C08304,BEC002,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,28721.46,4,True,48,PENDIENTE,2024-11-18,2025-02-15
SOL202501217,2289,2022A02289,BEC003,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,4866.86,1,False,0,APROBADA,2025-01-27,2025-01-21
SOL202501218,9377,2025B09377,BEC001,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,4990.08,5,True,30,PENDIENTE,2025-02-16,2025-03-08
SOL202501219,6337,2024B06337,BEC003,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,4355.43,3,False,0,PENDIENTE,2024-12-02,2025-01-09
SOL202501220,6436,2021B06436,BEC004,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,9956.96,3,False,0,CANCELADA,2024-11-05,2025-02-20
SOL202501221,8747,2024B08747,BEC003,2024CC,Estoy a punto de abandonar la escuela por falta de recursos,27252.12,5,True,48,RECHAZADA,2025-02-22,2025-01-06
SOL202501222,2188,2021C02188,BEC002,2025CA,Necesito apoyo económico para continuar mis estudios,4724.1,1,False,0,RECHAZADA,2024-12-30,2025-02-19
SOL202501223,7096,2024C07096,BEC002,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,8962.2,1,True,35,EN_REVISION,2025-02-04,2025-02-18
SOL202501224,4156,2022C04156,BEC003,2024CC,Necesito apoyo económico para continuar mis estudios,23441.01,3,True,48,EN_REVISION,2024-12-22,2025-02-07
SOL202501225,10008,2020C10008,BEC003,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,4678.91,2,True,35,RECHAZADA,2025-01-22,2025-01-13
SOL202501226,2554,2018B02554,BEC003,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,4591.67,3,True,35,APROBADA,2024-11-12,2025-02-13
SOL202501227,1432,2019C01432,BEC004,2024CC, Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,24225.52,3,True,20,EN_REVISION,2025-01-03,2025-02-17
SOL202501228,3201,2018B03201,BEC003,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,9754.68,3,False,0,RECHAZADA,2025-01-14,2025-02-26
SOL202501229,2034,2024A02034,BEC004,2024CC,Mi situación económica ha empeorado considerablemente,5298.06,2,False,0,APROBADA,2024-12-02,2025-01-30
SOL202501230,866,2024B00866,BEC003,2025CA,Necesito apoyo económico para continuar mis estudios,8802.43,4,True,35,CANCELADA,2024-12-14,2025-02-20
SOL202501231,1746,2019C01746,BEC003,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,12168.61,4,False,0,EN_REVISION,2025-02-05,2025-03-01
SOL202501232,338,2023C00338,BEC003,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,6464.22,8,False,0,APROBADA,2025-01-08,2025-02-01
SOL202501233,5417,2020B05417,BEC003,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,26059.04,4,False,0,APROBADA,2025-01-05,2025-03-11
SOL202501234,4756,2024A04756,BEC004,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,10319.97,1,False,0,APROBADA,2024-11-24,2025-02-06
SOL202501235,5470,2020A05470,BEC003,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,13170.62,8,False,0,APROBADA,2025-02-22,2025-01-26
SOL202501236,1621,2023C01621,BEC002,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,9843.2,7,False,0,EN_REVISION,2024-11-30,2025-01-12
SOL202501237,788,2021C00788,BEC002,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,13998.76,4,False,0,EN_REVISION,2025-02-20,2025-02-26
SOL202501238,9373,2023A09373,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,,2,True,30,EN_REVISION,2024-11-28,2025-02-22
SOL202501239,9140,2023A09140,BEC003,2024CC,Mi situación económica ha empeorado considerablemente,5818.63,4,True,25,APROBADA,2024-12-28,2025-01-28
SOL202501240,4328,2020C04328,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,7304.12,2,False,0,PENDIENTE,2024-11-28,2025-02-16
SOL202501241,7156,2020B07156,BEC002,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,13060.85,2,True,10,EN_REVISION,2025-02-25,2025-03-11
SOL202501242,2909,2020B02909,BEC004,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,12424.51,4,False,0,PENDIENTE,2024-12-10,2025-01-17
SOL202501243,3338,2022B03338,BEC004,2025CA,Necesito apoyo económico para continuar mis estudios,11810.09,2,True,48,RECHAZADA,2025-02-22,2025-03-05
SOL202501244,4541,2020A04541,BEC003,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,3855.45,4,False,0,EN_REVISION,2025-02-28,2025-01-24
SOL202501245,934,2023C00934,BEC003,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,8236.36,1,False,0,RECHAZADA,2024-11-25,2025-03-02
SOL202501246,1969,2025A01969,BEC001,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,4324.3,3,False,0,APROBADA,2025-02-16,2025-02-28
SOL202501247,2160,2020C02160,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,7998.6,4,False,0,RECHAZADA,2024-11-24,2025-01-11
SOL202501248,6766,2022A06766,BEC003,2024CC,Necesito apoyo económico para continuar mis estudios,10935.66,3,False,0,PENDIENTE,2024-11-25,2025-03-07
SOL202501249,3881,2020B03881,BEC002,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,6901.3,5,False,0,EN_REVISION,2025-02-10,2025-03-14
SOL202501250,6542,2023A06542,BEC004,2024CC,Mi padre perdio su empleo y necesitamos apoyo urgente,10580.31,2,True,30,APROBADA,2024-11-07,2025-02-03
SOL202501251,7053,2023B07053,BEC003,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,4105.07,3,True,48,RECHAZADA,2024-11-25,2025-02-24
SOL202501252,6621,2020B06621,BEC004,2024CC,Necesito apoyo económico para continuar mis estudios,3975.98,2,True,10,APROBADA,2024-12-10,2025-02-22
SOL202501253,8810,2018C08810,BEC003,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,12824.37,3,False,0,RECHAZADA,2025-01-10,2025-01-18
SOL202501254,7147,2023C07147,BEC004,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,4891.64,4,False,0,EN_REVISION,2024-11-29,2025-02-02
SOL202501255,8683,2020B08683,BEC004,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto ,3845.44,4,False,0,PENDIENTE,2025-01-20,2025-01-05
SOL202501256,4518,2023A04518,BEC004,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,35030.62,3,True,10,APROBADA,2025-01-28,2025-01-12
SOL202501257,3449,2019C03449,BEC003,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,8780.5,1,False,0,APROBADA,2025-01-22,2025-01-07
SOL202501258,515,2024C00515,BEC004,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,7694.57,2,NO,40,RECHAZADA,2024-12-06,2025-03-10
SOL202501259,4099,2019A04099,BEC002,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,5596.4,1,False,0,APROBADA,2024-11-14,2025-02-28
SOL202501260,1257,2022C01257,BEC003,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,3450.27,4,False,0,APROBADA,2025-02-02,27 Jan 2025
SOL202501261,1566,2022B01566,BEC002,2025CA,Necesito apoyo económico para continuar mis estudios,6233.93,4,True,20,RECHAZADA,2025-02-15,2025-03-10
SOL202501262,9608,2020C09608,BEC004,2024CC,Mi situación económica ha empeorado considerablemente,4881.83,3,False,0,RECHAZADA,2025-01-04,2025-02-07
SOL202501263,133,2018B00133,BEC002,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,2500,5,False,0,EN_REVISION,2024-12-04,2025-03-08
SOL202501264,4833,2020B04833,BEC003,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,12536.79,4,True,15,RECHAZADA,2025-01-15,2025-02-15
SOL202501265,549,2021B00549,BEC004,2024CC,Estoy a punto de abandonar la escuela por falta de recursos,2500,4,True,48,PENDIENTE,2025-02-20,2025-01-10
SOL202501266,9946,2024A09946,BEC003,2025CA,mi situación económica ha empeorado considerablemente,4386.4,4,True,0,EN_REVISION,2024-12-27,2025-01-03
SOL202501267,7255,2024B07255,BEC003,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,11310.18,4,True,20,EN_REVISION,2024-11-29,2025-01-03
SOL202501268,6753,2024B06753,BEC004,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,12807.46,5,True,35,EN_REVISION,2025-01-15,2025-03-02
SOL202501269,5885,2024B05885,BEC004,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,3767.93,4,False,0,PENDIENTE,2025-01-24,2025-02-23
SOL202501270,7090,2021B07090,BEC004,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,8794.32,2,True,30,APROBADA,2024-11-25,2025-01-13
SOL202501271,4650,2023C04650,BEC004,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,5189.44,3,True,40,EN_REVISION,2024-12-27,2025-01-25
SOL202501272,8444,2022C08444,BEC003,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,4083.19,1,False,0,APROBADA,2025-01-24,2025-03-13
SOL202501273,9796,2022A09796,BEC004,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,6060.34,4,False,0,APROBADA,2025-01-06,2025-01-09
SOL202501274,868,2023A00868,BEC003,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,14088.87,4,True,25,RECHAZADA,2025-02-02,2025-03-01
SOL202501275,170,2023A00170,BEC004,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,5400.9,4,False,0,RECHAZADA,2025-01-29,2025-02-01
SOL202501276,6240,2023C06240,BEC004,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,13838.33,4,False,0,EN_REVISION,2025-01-26,02 Feb 2025
SOL202501277,2760,2024B02760,BEC003,2024CC, Mi madre es la única proveedora y su ingreso no cubre todo,5051.62,3,True,0,APROBADA,2025-02-27,2025-02-21
SOL202501278,9436,2024A09436,BEC004,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,5745.44,3,False,0,RECHAZADA,2024-11-29,2025-03-04
SOL202501279,6826,2021C06826,BEC003,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,5183.8,5,True,20,APROBADA,2025-01-09,2025-01-20
SOL202501280,3136,2023C03136,BEC004,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,52661.62,2,False,0,EN_REVISION,2025-02-08,2025-02-07
SOL202501281,7452,2023A07452,BEC003,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,5187.45,5,True,25,CANCELADA,2025-02-01,2025-01-25
SOL202501282,244,2019C00244,BEC003,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,6810.72,3,False,0,EN_REVISION,2024-11-06,2025-02-14
SOL202501283,7298,2024A07298,BEC003,2024CC,Estoy a punto de abandonar la escuela por falta de recursos,27695.83,6,False,0,PENDIENTE,2024-12-14,2025-03-15
SOL202501284,2857,2025C02857,BEC001,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,4810.26,1,False,0,RECHAZADA,2024-12-31,2025-01-20
SOL202501285,3302,2024A03302,BEC003,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,9279.49,3,False,0,APROBADA,2025-01-28,2025-03-13
SOL202501286,1956,2024B01956,BEC004,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,21131.27,3,False,0,EN_REVISION,2025-02-18,2025-02-07
SOL202501287,7742,2025B07742,BEC001,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,12181.84,4,No,0,PENDIENTE,2025-01-18,2025-01-30
SOL202501288,4473,2024A04473,BEC003,2024CC,Soy madre soltera y necesito apoyo para continuar mi formación,3333.75,7,True,25,APROBADA,2024-12-03,2025-02-11
SOL202501289,9501,2023B09501,BEC004,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,5301.18,2,True,35,APROBADA,2024-11-02,2025-03-01
SOL202501290,6104,2018C06104,BEC003,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,NULL,2,False,0,PENDIENTE,2024-11-21,2025-01-10
SOL202501291,8009,2022A08009,BEC004,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,6009.72,8,0,0,APROBADA,2025-02-10,2025-02-22
SOL202501292,9192,2022A09192,BEC003,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,7749.74,4,False,0,RECHAZADA,2025-02-24,2025-01-16
SOL202501293,2498,2025C02498,BEC001,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,11293.25,4,True,30,PENDIENTE,2024-12-10,2025-02-03
SOL202501294,960,2024C00960,BEC004,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,10891.29,8,No,25,RECHAZADA,2025-02-22,2025-03-09
SOL202501295,1889,2024C01889,BEC004,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios ,21076.06,8,True,15,APROBADA,2025-02-22,2025-01-16
SOL202501296,7900,2018A07900,BEC003,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,5814.28,2,True,10,PENDIENTE,2024-12-17,2025-02-18
SOL202501297,9388,2024C09388,BEC002,2025CA,Tengo  buen  promedio  y  quiero  mantener  mi  beca  por  méritos,6101.33,4,False,0,EN_REVISION,2025-01-31,2025-01-11
SOL202501298,1430,2023B01430,BEC004,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,7197.5,4,False,0,APROBADA,2025-01-13,2025-02-04
SOL202501299,7934,2020B07934,BEC003,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,6152.25,6,False,0,RECHAZADA,2025-02-02,2025-02-20
SOL202501300,4197,2019B04197,BEC004,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,5159.58,5,True,0,CANCELADA,2025-01-06,2025-01-09
SOL202501301,6660,2025A06660,BEC004,2024CC,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,16300.79,2,True,35,RECHAZADA,2024-12-12,2025-01-11
SOL202501302,5783,2018A05783,BEC002,2024CC,Quiero ser el primero en mi familia en terminar una carrera,7697.17,3,False,0,EN_REVISION,2025-02-23,2025-02-17
SOL202501303,2002,2018C02002,BEC004,2024CC,Soy madre soltera y necesito apoyo para continuar mi formación,2990.95,4,False,0,EN_REVISION,2024-11-26,2025-01-06
SOL202501304,1535,2020B01535,BEC003,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,8931.23,2,True,10,PENDIENTE,2024-12-04,2025-02-27
SOL202501305,4599,2021B04599,BEC003,2024CC,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,5023.22,2,True,25,APROBADA,2024-11-23,2025-02-26
SOL202501306,535,2023B00535,BEC003,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,N/A,3,True,10,APROBADA,2024-11-13,2025-02-17
SOL202501307,4786,2023A04786,BEC003,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,7153.26,1,False,0,PENDIENTE,2024-11-13,2025-02-12
SOL202501308,1705,2022B01705,BEC003,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,6487.6,1,False,0,EN_REVISION,2024-12-01,2025-01-22
SOL202501309,1174,2021B01174,BEC003,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,18251.17,3,False,0,RECHAZADA,2024-11-12,2025-01-07
SOL202501310,4627,2022B04627,BEC004,2025CA,Quiero ser el primero en mi familia en terminar una carrera,23079.29,6,False,0,CANCELADA,2025-01-11,2025-02-09
SOL202501311,10292,2021B10292,BEC003,2024CC,Necesito apoyo económico para continuar mis estudios,18587.22,6,SI,10,EN_REVISION,2025-01-31,2025-03-10
SOL202501312,3628,2023C03628,BEC003,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,16530.59,7,True,0,RECHAZADA,2024-11-02,2025-01-25
SOL202501313,3014,2025A03014,BEC001,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,10991.87,4,True,20,APROBADA,2024-12-15,23-01-2025
SOL202501314,2586,2023C02586,BEC003,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,17083.45,3,True,0,APROBADA,2025-01-14,2025-02-10
SOL202501315,7155,2025B07155,BEC001,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,17258.86,4,False,0,PENDIENTE,2025-01-04,2025-01-28
SOL202501316,3464,2024A03464,BEC004,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,7374.16,2,False,0,EN_REVISION,2025-01-01,2025-01-12
SOL202501317,2602,2018B02602,BEC004,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,12517.94,4,True,30,RECHAZADA,2024-12-14,2025-01-21
SOL202501318,7815,2023C07815,BEC004,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,2500,2,False,0,EN_REVISION,2025-01-16,2025-01-29
SOL202501319,1024,2025B01024,BEC004,2025CA,Tengo buen promedio y quiero mantener mi beca por meritos,N/A,1,False,0,APROBADA,2024-12-26,2025-02-06
SOL202501320,9264,2024A09264,BEC004,2024CC,Necesito apoyo económico para continuar mis estudios,3295.02,3,True,48,RECHAZADA,2024-11-01,2025-02-07
SOL202501321,8305,2019A08305,BEC003,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,N/A,3,False,0,RECHAZADA,2024-12-23,2025-01-24
SOL202501322,10151,2025A10151,BEC001,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,6673.4,3,True,30,APROBADA,2024-12-24,2025-02-01
SOL202501323,7805,2021A07805,BEC004,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,4583.74,4,False,0,APROBADA,2025-01-24,2025-01-16
SOL202501324,1695,2023A01695,BEC004,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,7885.3,4,True,40,APROBADA,2025-01-07,2025-02-10
SOL202501325,1287,2025C01287,BEC001,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,32100.56,5,False,0,EN_REVISION,2024-12-02,2025-03-05
SOL202501326,952,2022A00952,BEC004,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,5165.95,3,True,20,APROBADA,2024-12-05,2025-02-06
SOL202501327,5773,2022B05773,BEC002,2025CA,vengo de una zona rural y los costos en la ciudad son muy altos,10870.72,2,False,0,APROBADA,2024-12-23,2025-02-07
SOL202501328,5194,2020B05194,BEC002,2024CC,Quiero ser el primero en mi familia en terminar una carrera,5173.94,1,True,48,EN_REVISION,2024-12-11,2025-03-01
SOL202501329,3669,2023A03669,BEC004,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,5395.97,4,False,0,EN_REVISION,2024-12-11,2025-01-04
SOL202501330,2607,2023B02607,BEC002,2024CC,Mi padre perdio su empleo y necesitamos apoyo urgente,8464.65,4,False,0,EN_REVISION,2025-02-22,2025-03-06
SOL202501331,6225,2021B06225,BEC004,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,1996.57,4,False,0,RECHAZADA,2024-11-18,2025/02/15
SOL202501332,4919,2023C04919,BEC004,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,21996.05,1,True,15,APROBADA,2025-01-31,2025-03-02
SOL202501333,736,2021B00736,BEC003,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,14558.68,5,False,0,RECHAZADA,2024-12-06,2025-02-10
SOL202501334,424,2023C00424,BEC004,2025CA,Mi situación económica ha empeorado considerablemente,3942.85,3,False,0,APROBADA,2025-01-28,2025-02-12
SOL202501335,1464,2019B01464,BEC004,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,15673.84,3,True,20,RECHAZADA,2024-11-23,2025-03-10
SOL202501336,7321,2021C07321,BEC004,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos ,10425.33,4,False,0,PENDIENTE,2024-11-29,2025-02-26
SOL202501337,5883,2025B05883,BEC004,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,5905.89,6,True,25,PENDIENTE,2025-02-23,2025-01-17
SOL202501338,7419,2022B07419,BEC004,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,7468.38,2,True,0,APROBADA,2025-02-23,2025-01-01
SOL202501339,4819,2021A04819,BEC003,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,4659.19,3,False,0,EN_REVISION,2024-11-21,2025-03-01
SOL202501340,6021,2022A06021,BEC003,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,14736.58,3,False,0,APROBADA,2024-12-21,2025-01-08
SOL202501341,5636,2020C05636,BEC003,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,7210.13,8,False,0,APROBADA,2024-12-21,2025-02-22
SOL202501342,8265,2024B08265,BEC003,2024CC,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,13009.88,6,False,0,RECHAZADA,2025-01-06,2025-02-13
SOL202501343,7855,2023C07855,BEC004,2025CA,Mi situación económica ha empeorado considerablemente,5858.32,3,False,0,RECHAZADA,2024-11-03,2025-02-25
SOL202501344,6505,2024B06505,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,5735.88,4,True,10,APROBADA,2024-12-22,2025-01-04
SOL202501345,2719,2022A02719,BEC004,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,8396.73,2,False,0,EN_REVISION,2025-01-23,2025-02-06
SOL202501346,4187,2019C04187,BEC004,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,5921.78,2,True,10,RECHAZADA,2024-11-29,2025-02-19
SOL202501347,8554,2023B08554,BEC004,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,2500,3,True,48,EN_REVISION,2025-02-26,2025-01-30
SOL202501348,1374,2025B01374,BEC004,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,8120.43,3,True,35,PENDIENTE,2025-02-24,2025-01-01
