SID,CP_ESTUDIANTE,CP_INSTITUCION,DISTANCIA_KM,METODO_CALCULO,FUENTE_DATOS,FECHA_ACT
1620,02030,06040,36.5,GEODESICA_CP,SEPOMEX_2024,2025-01-30
1621,14430,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-15
1622,15510,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-28
1623,56274,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-28
1624,01060,06040,43.5,GEODESICA_CP,INEGI_DENUE_2024,2025-01-06
1625,03400,06040,24.6,GEODESICA_CP,INEGI_DENUE_2024,2025-01-05
1626,14060,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-04
1627,09430,06040,28.0,GEODESICA_CP,SEPOMEX_2024,2024-12-06
1628,15350,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-09
1629,56338,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-13
1630,01030,06040,41.9,GEODESICA_CP,SEPOMEX_2024,2025-01-16
1631,06600,06040,8.8,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-05
1632,08400,06040,NULL,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-20
1633,56276,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-01
1634,06100,06040,3.7,GEODESICA_CP,SEPOMEX_2024,2025-01-21
1635,09610,06040,30.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-23
1636,02070,06040,35.1,GEODESICA_CP,INEGI_DENUE_2024,2025-01-20
1637,56150,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-05
1638,56000,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-06
1639,80573,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-16
1640,03500,06040,21.1,GEODESICA_CP,INEGI_DENUE_2024,2025-01-17
1641,11610 ,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-10
1642,08010,06040,20.6,GEODESICA_CP,SEPOMEX_2024,2025-01-19
1643,15860,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-17
1644,14400,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-31
1645,15810,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-04
1646,14330,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-10
1647,07200,06040,12.7,GEODESICA_CP,SEPOMEX_2024,2025-01-09
1648,52260,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-27
1649,06250,06040,4.3,GEODESICA_CP,SEPOMEX_2024,2025-01-16
1650,09610,06040,30.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-29
1651,16070,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-19
1652,13030,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-20
1653,08060,06040,19.6,GEODESICA_CP,SEPOMEX_2024,2025-01-19
1654,12400,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-09
1655,50060,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-04
1656,11300,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-29
1657,93805,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-26
1658,02020,06040,35.6,GEODESICA_CP,INEGI_DENUE_2024,2024-12-09
1659,09540,06040,28.6,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-15
1660,12250,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-02-01
1661,04030,06040,20.1,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-11
1662,15410,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-03
1663,09210,06040,29.1,GEODESICA_CP,INEGI_DENUE_2024,2025-01-29
1664,14630,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-17
1665,13070,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-17
1666,11840,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-29
1667,09540,06040,28.9,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-25
1668,02060,06040,33.7,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-08
1669,13040,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-16
1670,14040,06040,NULL,GEODESICA_CP,SEPOMEX_2024,2025-01-21
1671,53150,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-08
1672,14269,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-04
1673,56347,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-24
1674,95091,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-17
1675,50220,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-06
1676,02000,06040,37.0,GEODESICA_CP,SEPOMEX_2024,2025-01-27
1677,76800,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-25
1678,09870,06040,31.2,GEODESICA_CP,SEPOMEX_2024,2024-12-17
1679,54320,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-02
1680,12080,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-25
1681,15200,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-23
1682,15050,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-21
1683,09530,06040,30.2,GEODESICA_CP,INEGI_DENUE_2024,2025-01-01
1684,16050,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-10
1685,06820,06040,9.3,GEODESICA_CP,SEPOMEX_2024,2025-01-01
1686,09400,06040,27.7,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-29
1687,15900,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-23
1688,02070,06040,34.1,GEODESICA_CP,INEGI_DENUE_2024,2025-01-05
1689,22536,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-21
1690,56316,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-10
1691,15390,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-29
1692,06000,06040,4.2,GEODESICA_CP,INEGI_DENUE_2024,2025-02-01
1693,50060,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-31
1694,06450,06040,5.4,GEODESICA_CP,INEGI_DENUE_2024,2024-12-09
1695,11000,06040,44.3,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-16
1696,54280,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-18
1697,09230,06040,26.6,GEODESICA_CP,INEGI_DENUE_2024,2025-01-24
1698,11100,06040,41.1,GEODESICA_CP,INEGI_DENUE_2024,2025-01-09
1699,14370,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-30
1700,11530,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-03
1701,07700,06040,17.1,GEODESICA_CP,SEPOMEX_2024,2025-01-07
1702,55200,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-22
1703,83284,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-14
1704,09630,06040,31.8,GEODESICA_CP,INEGI_DENUE_2024,2024-12-19
1705,12000,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-10
1706,06170,06040,3.7,GEODESICA_CP,SEPOMEX_2024,2025-01-03
1707,55280,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-15
1708,14700,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-28
1709,55416,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-03
1710,11550,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-14
1711,11830,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-03
1712,01080,06040,44.0,GEODESICA_CP,SEPOMEX_2024,2025-01-06
1713,54252,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-02
1714,14738,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-29
1715,54245,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-19
1716,08300,06040,20.1,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-16
1717,09020,06040,24.6,GEODESICA_CP,SEPOMEX_2024,2025-01-10
1718,,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-29
1719,07060,06040,12.8,GEODESICA_CP,INEGI_DENUE_2024,2024-12-04
1720,92276,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-20
1721,16035,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-25
1722,09840,06040,31.7,GEODESICA_CP,INEGI_DENUE_2024,2024-12-08
1723,55078,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-19
1724,11510,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-22
1725,08010 ,06040,20.4,GEODESICA_CP,SEPOMEX_2024,2024-12-18
1726,08200,06040,21.5,GEODESICA_CP,INEGI_DENUE_2024,2025-01-04
1727,53200,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-12
1728,15900,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-22
1729,07700,06040,N/A,GEODESICA_CP,SEPOMEX_2024,2024-12-06
1730,14735,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-21
1731,09420,06040,29.1,GEODESICA_CP,INEGI_DENUE_2024,2025-01-27
1732,09750,06040,33.3,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-22
1733,14200,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-13
1734,14330,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-15
1735,03200,06040,27.6,GEODESICA_CP,SEPOMEX_2024,2025-01-22
1736,06600,06040,9.1,GEODESICA_CP,SEPOMEX_2024,2025-01-23
1737,52144,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-03
1738,06200,06040,3.7,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-14
1739,13300,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-07
1740,14020,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-12
1741,04200,06040,15.9,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-07
1742,06860,06040,8.6,GEODESICA_CP,SEPOMEX_2024,2024-12-04
1743,15870,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-19
1744,01020,06040,41.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-29
1745,08600,06040,23.2,GEODESICA_CP,SEPOMEX_2024,2024-12-14
1746,04010,06040,19.3,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-28
1747,55397,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-11
1748,56196,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-20
1749,14240,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-24
1750,01060,06040,42.1,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-19
1751,13210,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-03
1752,04200,06040,17.1,GEODESICA_CP,INEGI_DENUE_2024,2025-01-18
1753,09210,06040,30.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-20
1754,11540,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-09
1755,01080,06040,40.4,GEODESICA_CP,INEGI_DENUE_2024,2025-01-21
1756,01040,06040,41.9,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-28
1757,56343,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-17
1758,08040,06040,20.4,GEODESICA_CP,INEGI_DENUE_2024,2024-12-23
1759,16090,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-14
1760,09060,06040,26.7,GEODESICA_CP,SEPOMEX_2024,2025-01-06
1761,14250,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-08
1762,56186,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-12
1763,54276,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-16
1764,14070,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-30
1765,11830,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-09
1766,44107,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-17
1767,09089,06040,25.9,GEODESICA_CP,INEGI_DENUE_2024,2025-01-31
1768,09610,06040,30.1,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-13
1769,06000,06040,5.3,GEODESICA_CP,SEPOMEX_2024,2025-01-13
1770,14330,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-27
1771,56343,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-16
1772,06140,06040,4.9,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-03
1773,03300,06040,25.9,GEODESICA_CP,SEPOMEX_2024,2024-12-01
1774,09360,06040,30.2,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-16
1775,07000,06040,10.1,GEODESICA_CP,SEPOMEX_2024,2024-12-30
1776,55397,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-20
1777,14240,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-23
1778,09856,06040,34.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-20
1779,14270,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-02
1780,15540,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-30
1781,55100,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-10
1782,11450,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-15
1783,14330,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-16
1784,09780,06040,31.2,GEODESICA_CP,INEGI_DENUE_2024,2024-12-29
1785,13070,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-08
1786,15620,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-04
1787,15510,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-11
1788,06820,06040,8.3,GEODESICA_CP,SEPOMEX_2024,2025-01-10
1789,09750,06040,32.2,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-04
1790,56323,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-16
1791,06600,06040,7.3,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-01
1792,08060,06040,19.9,GEODESICA_CP,INEGI_DENUE_2024,2024-12-20
1793,05020,06040,11.2,GEODESICA_CP,SEPOMEX_2024,2025-01-24
1794,11510,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-06
1795,14240,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-08
1796,09010,06040,27.1,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-23
1797,01050,06040,41.3,GEODESICA_CP,SEPOMEX_2024,2025-01-16
1798,61549,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-22
1799,08060,06040,NULL,GEODESICA_CP,SEPOMEX_2024,2025-01-17
1800,15470,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-27
1801,55290,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-10
1802,54150,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-08
1803,11400,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-26
1804,54350,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-09
1805,55390,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-31
1806,15610,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-07
1807,56264,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-23
1808,09800,06040,34.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-06
1809,14390,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-27
1810,56317,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-31
1811,56367,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-15
1812,06040,06040,1.6,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-27
1813,06170,06040,1.9,GEODESICA_CP,INEGI_DENUE_2024,2025-01-11
1814,98706,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-12
1815,14640,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-10
1816,03500,06040,24.5,GEODESICA_CP,SEPOMEX_2024,2025-01-05
1817,01070,06040,44.0,GEODESICA_CP,SEPOMEX_2024,2025-01-31
1818,15890,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-03
1819,11860,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-23
1820,15420,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-27
1821,50240,06040,N/A,GEODESICA_CP,INEGI_DENUE_2024,2025-01-19
1822,04020,06040,18.1,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-28
1823,11460,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-20
1824,62923,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-19
1825,05010,06040,8.8,GEODESICA_CP,INEGI_DENUE_2024,2024-12-09
1826,45819,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-16
1827,56260,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-07
1828,15380,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-05
1829,15500,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-05
1830,55419,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-04
1831,14650,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-20
1832,56195,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-10
1833,56180,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-27
1834,11590,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-10
1835,96893,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-29
1836,55338,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-14
1837,15900,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-06
1838,04020,06040,18.6,GEODESICA_CP,SEPOMEX_2024,2024-12-13
1839,55120,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-17
1840,14710,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-17
1841,06030,06040,5.0,GEODESICA_CP,SEPOMEX_2024,2024-12-03
1842,55416,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-05
1843,13600,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-23
1844,07010,06040,12.2,GEODESICA_CP,INEGI_DENUE_2024,2025-01-02
1845,56117,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-24
1846,NULL,06040,31.2,GEODESICA_CP,INEGI_DENUE_2024,2024-12-20
1847,56367,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-28
1848,55355,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-02-01
1849,NULL,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-05
1850,13600,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-02-01
1851,14600,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-26
1852,06900,06040,10.2,GEODESICA_CP,SEPOMEX_2024,2024-12-26
1853,55414,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-30
1854,01010,06040,43.7,GEODESICA_CP,SEPOMEX_2024,2024-12-13
1855,50120,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-12
1856,54090 ,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-22
1857,16020,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-18
1858,09240,06040,,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-13
1859,55190,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-31
1860,55040,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-12
1861,14330,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-07
1862,15800,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-17
1863,15020,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-06
1864,69648,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-26
1865,15620,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-27
1866,14070,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-18
1867,14500,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-13
1868,54243,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-16
1869,50030,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-02
1870,11850,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-02-01
1871,20847,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-09
1872,16035,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-23
1873,56239,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-11
1874,50180,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-19
1875,11400,06040,43.7,GEODESICA_CP,INEGI_DENUE_2024,2025-01-25
1876,54268,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-07
1877,15890,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-30
1878,52176,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-07
1879,15420,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-23
1880,05030,06040,11.9,GEODESICA_CP,SEPOMEX_2024,2025-01-22
1881,10300,06040,38.8,GEODESICA_CP,INEGI_DENUE_2024,2025-01-08
1882,10300,06040,36.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-13
1883,08040,06040,19.7,GEODESICA_CP,INEGI_DENUE_2024,2025-01-25
1884,10100,06040,36.6,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-26
1885,09340,06040,30.5,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-25
1886,06880,06040,7.4,GEODESICA_CP,SEPOMEX_2024,2024-12-23
1887,56343,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-13
1888,11530,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-17
1889,05020,06040,9.3,GEODESICA_CP,INEGI_DENUE_2024,2024-12-20
1890,13010,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-04
1891,55438,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-09
1892,09360,06040,28.8,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-10
1893,09520,06040,29.6,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-28
1894,14380,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-25
1895,15300,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-06
1896,01050,06040,43.6,GEODESICA_CP,INEGI_DENUE_2024,2025-02-01
1897,55079,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-05
1898,14735,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-07
1899,55130,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-14
1900,09780,06040,-,GEODESICA_CP,SEPOMEX_2024,2025-01-07
1901,09700,06040,32.4,GEODESICA_CP,SEPOMEX_2024,2024-12-09
1902,56130,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-23
1903,15700,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-25
1904,55339,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-16
1905,08060,06040,16.9,GEODESICA_CP,SEPOMEX_2024,2025-01-12
1906,14400,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-12
1907,55130,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-24
1908,09320,06040,27.7,GEODESICA_CP,INEGI_DENUE_2024,2024-12-27
1909,09700,06040,30.7,GEODESICA_CP,SEPOMEX_2024,2025-01-14
1910,14500,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-24
1911,55425,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-23
1912,55360,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-26
1913,03300,06040,24.6,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-02
1914,56246,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-07
1915,11420,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-06
1916,11630,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-28
1917,15860,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-04
1918,16040,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-19
1919,08000,06040,18.6,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-18
1920,15460,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-21
1921,09020,06040,27.9,GEODESICA_CP,INEGI_DENUE_2024,2024-12-01
1922,14418,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-01
1923,08500,06040,22.8,GEODESICA_CP,SEPOMEX_2024,2025-01-25
1924,05120,06040,10.1,GEODESICA_CP,INEGI_DENUE_2024,2024-12-22
1925,53400,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-02
1926,93972,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-07
1927,06020,06040,4.9,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-08
1928,16030,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-22
1929,03400,06040,23.0,GEODESICA_CP,SEPOMEX_2024,2024-12-22
1930,11630,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-18
1931,15610,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-19
1932,,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-25
1933,09089,06040,28.2,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-13
1934,55320,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-23
1935,11100,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-17
1936,54245,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-05
1937,11440,06040,44.2,GEODESICA_CP,INEGI_DENUE_2024,2024-12-02
1938,55253,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-29
1939,54256,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-13
